id,input,output,label
106,"Chelsey Lee, 26, played for Bucheon KEB Hana Bank in the Women's Korean Basketball League (WKBL), whose teams are allowed only two foreign players.
Prosecutors were asked to investigate after the Korean Olympic Committee pushed for Lee's naturalisation.
The WKBL says Lee will be suspended for life and her records annulled.
The Miami-born centre won the league's rookie of the year award in the 2015-16 season after helping her team reach the championship series.
However, Lee and her two agents are suspected of fabricating her and her father's birth certificates to show she had a South Korean grandmother.
Bucheon KEB Hana Bank issued a public apology, vowing to take legal action against Lee and her agents.
The club's owner and head coach will step down.
WKBL commissioner Shin Sun-woo said the team's records and ranking will be nullified and the league will scrap the extra quota for international players with a Korean parent or grandparent.",An Miami-born basketball player has been banned from South Korea's domestic league for life after prosecutors said she forged her birth documents.,2
107,"Hot lava and ash spewed from the top into a valley nearby on the Italian island of Sicily.
The eruption happened on Sunday morning at 4am local time for more than an hour and a half.
Although the area around the volcano was covered by ash, it didn't affect planes travelling near it.
Air traffic can be seriously affected when ash from volcanic eruptions is in the air.
In 2010, the Eyjafjallajokull volcano in Iceland erupted and flights in Europe and across the Atlantic were cancelled because the ash particles in the air made it unsafe to fly.
Check out the video above to see Mount Etna's latest eruption in all its glory.",A volcano has erupted into a valley in Sicily.,2
108,"Hot lava and ash spewed from the top into a valley nearby on the Italian island of Sicily.
The eruption happened on Sunday morning at 4am local time for more than an hour and a half.
Although the area around the volcano was covered by ash, it didn't affect planes travelling near it.
Air traffic can be seriously affected when ash from volcanic eruptions is in the air.
In 2010, the Eyjafjallajokull volcano in Iceland erupted and flights in Europe and across the Atlantic were cancelled because the ash particles in the air made it unsafe to fly.
Check out the video above to see Mount Etna's latest eruption in all its glory.","The Mount Etna volcano in Italy has erupted, causing a huge amount of ash to fall from the sky.",0
109,"The limb was found in a garden in Cranwells Park on Wednesday and has been sent for forensic analysis, Avon and Somerset Police said.
A force spokesman said detectives were ""keeping an open mind"" as to whether it was linked to two similar incidents in the city.
All three feet have been found within a few hundred yards of each other.
Tests showed the first foot found in Weston Park East in February was  ""probably"" a medical teaching aid. The second foot, found last month in the same area, is still undergoing tests.
""The same officers are looking into the latest discoveries and will look to confirm beyond all reasonable doubt that they are linked and if there are any new lines of inquiry which can be taken forward,"" the spokesman added.",A third human foot has been found close to where two others were discovered earlier this year.,2
110,"The limb was found in a garden in Cranwells Park on Wednesday and has been sent for forensic analysis, Avon and Somerset Police said.
A force spokesman said detectives were ""keeping an open mind"" as to whether it was linked to two similar incidents in the city.
All three feet have been found within a few hundred yards of each other.
Tests showed the first foot found in Weston Park East in February was  ""probably"" a medical teaching aid. The second foot, found last month in the same area, is still undergoing tests.
""The same officers are looking into the latest discoveries and will look to confirm beyond all reasonable doubt that they are linked and if there are any new lines of inquiry which can be taken forward,"" the spokesman added.","A foot found in a park in Bristol is believed to be a medical aid, police have said.",0
111,"The current 56 day waiting time target for treatment is to be halved to 28 days, Health Minister Mark Drakeford said.
Health boards have until next March to hit the new target and Mr Drakeford said there has already been ""significant progress"" in services.
Charities have warned of the growing mental health problem in Wales.
Under the old arrangements, patients had to be seen for an initial assessment within four weeks - and then there was another wait of up to eight weeks for treatment.
Now that wait for treatment time after being first evaluated has been cut to four weeks too.
The Welsh government said its waiting times for mental health assessment and treatment were are already more stringent than those in England.
£587m
spending, 2015-16
11.4%
of NHS budget
Women treated for mental illness 14%
Adults being treated for depression 9%
Rise in child and adolescent referrals since 2011  100%
NHS England has a target that 75% of adults should expect treatment within six weeks and 95% within 18 weeks.
Mr Drakeford said: ""This announcement will help ensure timely access to treatment, ensuring people who need expert care and support receive the right services in the right place at the right time.""
Sara Moseley, director of Mind Cymru, the mental health charity, said the new target was ""welcome"" but more needed to be done, including improving the type of treatment offered to people.
""I think the minister is making it very clear that mental health is a priority and we welcome that but we think this is a journey,"" she added.
Under the old measure, 85.5% of patients in Wales were treated within the eight weeks of being assessed in June 2015. Cwm Taf health board had the best record with 97.7%  meeting the target compared to only 67.4% in the Aneurin Bevan area.
But Welsh Liberal Democrat leader Kirsty Williams said hundreds of young people would  be""left behind"" as they will still be subject to a longer 16 week target - one that is met only 50% of the time.","The wait for mental health treatment in Wales has been cut to eight weeks, the Welsh government has announced.",0
112,"The current 56 day waiting time target for treatment is to be halved to 28 days, Health Minister Mark Drakeford said.
Health boards have until next March to hit the new target and Mr Drakeford said there has already been ""significant progress"" in services.
Charities have warned of the growing mental health problem in Wales.
Under the old arrangements, patients had to be seen for an initial assessment within four weeks - and then there was another wait of up to eight weeks for treatment.
Now that wait for treatment time after being first evaluated has been cut to four weeks too.
The Welsh government said its waiting times for mental health assessment and treatment were are already more stringent than those in England.
£587m
spending, 2015-16
11.4%
of NHS budget
Women treated for mental illness 14%
Adults being treated for depression 9%
Rise in child and adolescent referrals since 2011  100%
NHS England has a target that 75% of adults should expect treatment within six weeks and 95% within 18 weeks.
Mr Drakeford said: ""This announcement will help ensure timely access to treatment, ensuring people who need expert care and support receive the right services in the right place at the right time.""
Sara Moseley, director of Mind Cymru, the mental health charity, said the new target was ""welcome"" but more needed to be done, including improving the type of treatment offered to people.
""I think the minister is making it very clear that mental health is a priority and we welcome that but we think this is a journey,"" she added.
Under the old measure, 85.5% of patients in Wales were treated within the eight weeks of being assessed in June 2015. Cwm Taf health board had the best record with 97.7%  meeting the target compared to only 67.4% in the Aneurin Bevan area.
But Welsh Liberal Democrat leader Kirsty Williams said hundreds of young people would  be""left behind"" as they will still be subject to a longer 16 week target - one that is met only 50% of the time.",People with mental health problems are being promised faster access to treatment by the Welsh government.,2
113,"Two cars and a lorry were involved in the collision on the A52 near Nottingham on 25 November.
Father-of-three Gurdip Singh Kareer, 41, from Wollaton, was a ""loving, caring family man"", while Kyle O'Connor, 22, of Wollaton Vale, Nottingham, ""loved everything"".
Two men, aged 22 and 24, have been arrested and bailed over the crash.
The family of Mr Kareer said: ""He was a loving, caring family man that always put his wife and three children Kaiden, nine , Argent, four and Tiana, 11 months, first before anything else.
""He doted on his family and everything he did was for his family. He was a loving brother, a caring son and will be very sadly missed forever - but never forgotten.""
Mr O'Connor's family described him as a loving and adventurous man
""Kyle was a loved brother, son, grandson, nephew and best friend.
""Kyle loved everything and everyone around him, behind his fearlessness, strength, sense of fun and adventure, which we will hold in our hearts forever.
""As a family we would like to thank everyone who has shown love and support,"" they said.
There were lane closures on the road for nearly 24 hours after the accident.
Police have renewed an appeal for any witnesses and particularly dashcam footage from any vehicles which were near the scene at the time of the crash.",Tributes have been paid to the two men who died in a crash which closed road lanes near Nottingham.,2
114,"Two cars and a lorry were involved in the collision on the A52 near Nottingham on 25 November.
Father-of-three Gurdip Singh Kareer, 41, from Wollaton, was a ""loving, caring family man"", while Kyle O'Connor, 22, of Wollaton Vale, Nottingham, ""loved everything"".
Two men, aged 22 and 24, have been arrested and bailed over the crash.
The family of Mr Kareer said: ""He was a loving, caring family man that always put his wife and three children Kaiden, nine , Argent, four and Tiana, 11 months, first before anything else.
""He doted on his family and everything he did was for his family. He was a loving brother, a caring son and will be very sadly missed forever - but never forgotten.""
Mr O'Connor's family described him as a loving and adventurous man
""Kyle was a loved brother, son, grandson, nephew and best friend.
""Kyle loved everything and everyone around him, behind his fearlessness, strength, sense of fun and adventure, which we will hold in our hearts forever.
""As a family we would like to thank everyone who has shown love and support,"" they said.
There were lane closures on the road for nearly 24 hours after the accident.
Police have renewed an appeal for any witnesses and particularly dashcam footage from any vehicles which were near the scene at the time of the crash.",The family of a man who died in a crash involving two lorries have paid tribute to him.,0
115,"The man, 41, was helped from the Audi TT which had been driven at speed into Carr Mill reservoir in St Helens on Monday evening, Merseyside Police said.
Five officers were filmed rescuing him from the slowly sinking vehicle.
The man was found to be uninjured when taken to hospital. He was detained on suspicion of a number of offences.
These included the unauthorised taking of a motor vehicle, burglary, dangerous driving and failing to stop, police said.
Officers started tracking the suspected stolen Audi in Liverpool at about 20:20 GMT.
When police attempted to stop the car, the driver sped off, leading to a police pursuit up the M62.
Officers deployed a stop-stick before the Audi continued to be driven at speed and finally into the reservoir.
The officers who went into the water were also checked over as a precaution and have all been released.
Ch Supt Jon Ward said: ""The officers involved in this pursuit and rescue acted with exceptional bravery, tenacity and professionalism to rescue the man on a bitterly cold, wet and miserable evening.
""Without a second thought given to their own safety and the conditions, they entered the freezing water and dragged him through the rear of the car just before it became completely submerged.""",A man has been rescued from a sinking car after being dragged into freezing water.,0
116,"The man, 41, was helped from the Audi TT which had been driven at speed into Carr Mill reservoir in St Helens on Monday evening, Merseyside Police said.
Five officers were filmed rescuing him from the slowly sinking vehicle.
The man was found to be uninjured when taken to hospital. He was detained on suspicion of a number of offences.
These included the unauthorised taking of a motor vehicle, burglary, dangerous driving and failing to stop, police said.
Officers started tracking the suspected stolen Audi in Liverpool at about 20:20 GMT.
When police attempted to stop the car, the driver sped off, leading to a police pursuit up the M62.
Officers deployed a stop-stick before the Audi continued to be driven at speed and finally into the reservoir.
The officers who went into the water were also checked over as a precaution and have all been released.
Ch Supt Jon Ward said: ""The officers involved in this pursuit and rescue acted with exceptional bravery, tenacity and professionalism to rescue the man on a bitterly cold, wet and miserable evening.
""Without a second thought given to their own safety and the conditions, they entered the freezing water and dragged him through the rear of the car just before it became completely submerged.""",Footage was taken of officers wading into icy waters to rescue a man who had driven a suspected stolen car into a reservoir.,2
117,"The 24 crew, mostly from Eastern Europe and Asia, are still on board the Maersk Tigris, anchored off Bandar Abbas.
Maersk said it still did not know the reason why the Marshall Islands-flagged vessel was seized, and noted it had been in an international shipping lane.
But Iranian authorities noted that it had been in the country's waters.
Iranian media cited an official as saying the ship was seized based on a court order in connection with a complaint made by a private Iranian company about debts.
On Wednesday, Maersk said it had been in contact with Singapore-based Rickmers Shipmanagement, from whom it charters the Maersk Tigris, and was ""pleased to learn that the crew is safe and under the circumstances in good spirits"".
The crew includes a British national, but no Americans, as initial reports suggested.
""We are continuing our efforts to obtain more information about the Iranian authorities' seizure - in international waters - of Maersk Tigris. We are not able at this point to establish or confirm the reason behind the seizure,"" Maersk added.
""We remain in close dialogue with the Danish ministry of foreign affairs.""
A spokesman for Rickmers Shipmanagement said the vessel had been carrying commercial goods and no ""special cargo"" such as military equipment.
The incident has prompted the US Navy to dispatch a destroyer and a reconnaissance plane to the area to ""monitor"" the situation.
A general distress call sent out by the Maersk Tigris on Tuesday morning was picked up by US Naval Forces Central Command (NAVCENT).
A Pentagon spokesman said Iranian Revolutionary Guards Navy patrol vessels had approached the ship while it was moving through Iranian territorial waters, but inside an area that under international agreement is open to foreign ships making an ""innocent passage"".
The patrol vessels ordered the container ship to go deeper into Iranian waters, but the master refused. Only when they fired warning shots across its bow, did he comply.
The Pentagon spokesman called the actions of the patrol vessels ""inappropriate"".","The crew of a container ship seized by Iran are safe and ""in good spirits"", shipping company Maersk says.",2
118,"The 24 crew, mostly from Eastern Europe and Asia, are still on board the Maersk Tigris, anchored off Bandar Abbas.
Maersk said it still did not know the reason why the Marshall Islands-flagged vessel was seized, and noted it had been in an international shipping lane.
But Iranian authorities noted that it had been in the country's waters.
Iranian media cited an official as saying the ship was seized based on a court order in connection with a complaint made by a private Iranian company about debts.
On Wednesday, Maersk said it had been in contact with Singapore-based Rickmers Shipmanagement, from whom it charters the Maersk Tigris, and was ""pleased to learn that the crew is safe and under the circumstances in good spirits"".
The crew includes a British national, but no Americans, as initial reports suggested.
""We are continuing our efforts to obtain more information about the Iranian authorities' seizure - in international waters - of Maersk Tigris. We are not able at this point to establish or confirm the reason behind the seizure,"" Maersk added.
""We remain in close dialogue with the Danish ministry of foreign affairs.""
A spokesman for Rickmers Shipmanagement said the vessel had been carrying commercial goods and no ""special cargo"" such as military equipment.
The incident has prompted the US Navy to dispatch a destroyer and a reconnaissance plane to the area to ""monitor"" the situation.
A general distress call sent out by the Maersk Tigris on Tuesday morning was picked up by US Naval Forces Central Command (NAVCENT).
A Pentagon spokesman said Iranian Revolutionary Guards Navy patrol vessels had approached the ship while it was moving through Iranian territorial waters, but inside an area that under international agreement is open to foreign ships making an ""innocent passage"".
The patrol vessels ordered the container ship to go deeper into Iranian waters, but the master refused. Only when they fired warning shots across its bow, did he comply.
The Pentagon spokesman called the actions of the patrol vessels ""inappropriate"".","The US says it is ""pleased"" to learn that a container ship seized off the coast of the Danish island of Kos has been found.",0
119,"Tatiana Duva-Rodriguez, 46, is licensed to carry a concealed weapon, but police said she should not have opened fire because her life was not in danger.
Pursued by security guards, a shopflifter ran from a Home Depot hardware store on 6 October to a vehicle driven by an accomplice.
Ms Rodriguez fired several shots with a 9mm handgun as they drove away.
No-one was hurt outside the store in Auburn Hills, Michigan, about 35 miles (56km) north of Detroit. Police said Ms Rodriguez had hit the back tyre of the getaway vehicle.
""I find it very disturbing that someone would take out their gun in a busy parking lot and shoot at the tyres of a passing car,"" prosecutor Jessica Cooper said in a statement. ""Once fired, the bullet could have easily ricocheted or fragmented and injured or killed someone else.""
The thieves escaped with $1,000 (Â£652) worth of merchandise. Police arrested two people few days later and charged them with retail fraud.
If convicted, Ms Rodriguez faces up to 90 days in jail and a possible fine of up to $500.",A woman who shot and wounded a woman in a US supermarket parking lot has been charged with attempted murder.,0
120,"Tatiana Duva-Rodriguez, 46, is licensed to carry a concealed weapon, but police said she should not have opened fire because her life was not in danger.
Pursued by security guards, a shopflifter ran from a Home Depot hardware store on 6 October to a vehicle driven by an accomplice.
Ms Rodriguez fired several shots with a 9mm handgun as they drove away.
No-one was hurt outside the store in Auburn Hills, Michigan, about 35 miles (56km) north of Detroit. Police said Ms Rodriguez had hit the back tyre of the getaway vehicle.
""I find it very disturbing that someone would take out their gun in a busy parking lot and shoot at the tyres of a passing car,"" prosecutor Jessica Cooper said in a statement. ""Once fired, the bullet could have easily ricocheted or fragmented and injured or killed someone else.""
The thieves escaped with $1,000 (Â£652) worth of merchandise. Police arrested two people few days later and charged them with retail fraud.
If convicted, Ms Rodriguez faces up to 90 days in jail and a possible fine of up to $500.",A Michigan woman has been tried after she fired on a pair of shoplifters.,2
121,"Government sources told the BBC that the tribal fighters set fire to a building used by the militants.
The source said 10 IS militants and five tribesmen had died in the clashes that followed.
Issa al-Issawi, the exiled mayor of Fallujah, said that more tribesmen were joining the fight against IS.
Reports said the violence involved men from multiple tribes and IS members known as al-Hisba, who are responsible for enforcing religious strictures in the city.
""Clashes took place between sons of the al-Mahamda and al-Juraisat tribes against the al-Hisba group,"" Mr Issawi told AFP news agency.
He said the violence stemmed from tensions over increasingly difficult living conditions while Fallujah is besieged by Iraqi security forces.
Sheikh Majeed al-Juraisi, a leader in the al-Juraisat tribe, told AFP the clashes were part of an uprising against IS fighters in the city and called on the government and security forces to help.
Reports suggested the tribesmen had seized parts of the north of the city, but later ceded the ground back to IS jihadists.
Fallujah, which is about 50km (30 miles) west of Baghdad, has been held by anti-government forces since the beginning of 2014 and is now one of two Iraqi cities still under the IS group's control.
IS militants launched a sweeping offensive in June 2014 that overran large areas north and west of Baghdad, but security forces and allied fighters have pushed the jihadists back with support from US-led air strikes.","Iraqi tribal fighters have clashed with Islamic State (IS) militants in the city of Fallujah, officials say.",0
122,"Government sources told the BBC that the tribal fighters set fire to a building used by the militants.
The source said 10 IS militants and five tribesmen had died in the clashes that followed.
Issa al-Issawi, the exiled mayor of Fallujah, said that more tribesmen were joining the fight against IS.
Reports said the violence involved men from multiple tribes and IS members known as al-Hisba, who are responsible for enforcing religious strictures in the city.
""Clashes took place between sons of the al-Mahamda and al-Juraisat tribes against the al-Hisba group,"" Mr Issawi told AFP news agency.
He said the violence stemmed from tensions over increasingly difficult living conditions while Fallujah is besieged by Iraqi security forces.
Sheikh Majeed al-Juraisi, a leader in the al-Juraisat tribe, told AFP the clashes were part of an uprising against IS fighters in the city and called on the government and security forces to help.
Reports suggested the tribesmen had seized parts of the north of the city, but later ceded the ground back to IS jihadists.
Fallujah, which is about 50km (30 miles) west of Baghdad, has been held by anti-government forces since the beginning of 2014 and is now one of two Iraqi cities still under the IS group's control.
IS militants launched a sweeping offensive in June 2014 that overran large areas north and west of Baghdad, but security forces and allied fighters have pushed the jihadists back with support from US-led air strikes.",Local tribesmen have reportedly clashed with fighters from the IS in their stronghold of Fallujah.,2
123,"The 19-year-old was held in Barking on suspicion of being concerned in the commission, preparation or instigation of acts of terrorism.
Police said six other suspects remain in custody and searches are ongoing.
Eight people were killed when three men drove at pedestrians on the bridge and stabbed people in Borough Market.
The man arrested on Sunday is being held at a police station in south London.
The six men still in custody, all aged between 27 and 30, were also arrested in east London - four in Ilford, one in Newham and one in Barking.
Thirteen people arrested as part of the investigation have been released without charge, while a 33-year-old man held in Ilford on 8 June has been bailed.
Over the weekend, police released images of fake explosive belts worn by the three attackers, named as Khuram Butt, Rachid Redouane and Youssef Zaghba.
Borough Market is hoping to re-open ""later this week"", managing director Darren Henaghan has said.
Traders were officially given access to the market on Monday - for the first time since the terror attack - to allow them to start clearing up and prepare to resume business.
On Saturday night, bars and restaurants across the capital donated money to a British Red Cross UK fund for victims of terror attacks and their families, as Londoners were encouraged to show ""unity and resilience"" a week after the attack.
The fund has raised more than Â£700,000 since it started on 4 June.
And on Sunday, Southwark Cathedral - which had been cordoned off in the days after the attack - re-opened its doors for the first time.",A man has been arrested in east London as part of an investigation into the London Bridge attack.,0
124,"The 19-year-old was held in Barking on suspicion of being concerned in the commission, preparation or instigation of acts of terrorism.
Police said six other suspects remain in custody and searches are ongoing.
Eight people were killed when three men drove at pedestrians on the bridge and stabbed people in Borough Market.
The man arrested on Sunday is being held at a police station in south London.
The six men still in custody, all aged between 27 and 30, were also arrested in east London - four in Ilford, one in Newham and one in Barking.
Thirteen people arrested as part of the investigation have been released without charge, while a 33-year-old man held in Ilford on 8 June has been bailed.
Over the weekend, police released images of fake explosive belts worn by the three attackers, named as Khuram Butt, Rachid Redouane and Youssef Zaghba.
Borough Market is hoping to re-open ""later this week"", managing director Darren Henaghan has said.
Traders were officially given access to the market on Monday - for the first time since the terror attack - to allow them to start clearing up and prepare to resume business.
On Saturday night, bars and restaurants across the capital donated money to a British Red Cross UK fund for victims of terror attacks and their families, as Londoners were encouraged to show ""unity and resilience"" a week after the attack.
The fund has raised more than Â£700,000 since it started on 4 June.
And on Sunday, Southwark Cathedral - which had been cordoned off in the days after the attack - re-opened its doors for the first time.","A teenager has been arrested in connection with the terror attack on London Bridge, bringing the total number of arrests to 21.",2
125,"The man named as Abdalfatah HA is suspected of being part of a unit with an al-Qaeda-linked group formerly known as al-Nusra Front, which killed 36 Syrian government employees in 2013.
The federal prosecutors' office said the man, arrested in Duesseldorf, had carried out death sentences.
A second suspected al-Nusra fighter was arrested in the town of Giessen.
Abdulrahman AA is accused of breaking international weapons laws.
Both are thought to have been part of the same combat unit for al-Nusra, which was al-Qaeda's affiliate in Syria at the time.
The group formally severed its ties to the global jihadist network last year, renaming itself Jabhat Fateh al-Sham.
In January, JFS merged with four smaller groups to form Hayat Tahrir al-Sham.
German prosecutors allege Abdulrahman AA, 26, and Abdalfatah HA, 35, took part in an armed battle against Syrian government troops including taking over a big arms depot near Mahin, central Syria, in November 2013, eight months after the murders of the government employees.
Some local reports have claimed one of the men was an asylum seeker, but a spokeswoman for the prosecutors' office refused to confirm this.",A German man has been arrested in Germany over the killing of Syrian government employees in 2013.,0
126,"The man named as Abdalfatah HA is suspected of being part of a unit with an al-Qaeda-linked group formerly known as al-Nusra Front, which killed 36 Syrian government employees in 2013.
The federal prosecutors' office said the man, arrested in Duesseldorf, had carried out death sentences.
A second suspected al-Nusra fighter was arrested in the town of Giessen.
Abdulrahman AA is accused of breaking international weapons laws.
Both are thought to have been part of the same combat unit for al-Nusra, which was al-Qaeda's affiliate in Syria at the time.
The group formally severed its ties to the global jihadist network last year, renaming itself Jabhat Fateh al-Sham.
In January, JFS merged with four smaller groups to form Hayat Tahrir al-Sham.
German prosecutors allege Abdulrahman AA, 26, and Abdalfatah HA, 35, took part in an armed battle against Syrian government troops including taking over a big arms depot near Mahin, central Syria, in November 2013, eight months after the murders of the government employees.
Some local reports have claimed one of the men was an asylum seeker, but a spokeswoman for the prosecutors' office refused to confirm this.",A suspected member of an al-Qaeda affiliate has been arrested in Duesseldorf accused of war crimes involving the murder of dozens of civil servants.,2
127,"Nia Griffith said her party offers ""investment in Wales, versus cuts from Westminster"" by the Tories.
She urged people to ""imagine the price"" if there was a Conservative government in Wales as well.
""Labour changes peoples' lives when we are in government"", Ms Griffith added.
She reinforced the message of First Minister Carwyn Jones, who told delegates on Saturday that the assembly election in May would be a straight fight between Labour and the Conservatives.
""Together we are fighting for Wales in Westminster and taking on the Tories' appalling treatment of our nation,"" Ms Griffith said.
""We need to tell families up and down the country about what our Welsh Labour government is delivering.
""Investment in Wales, versus cuts from Westminster - jobs for our young people, not leaving a generation behind.
""That's the difference that a Labour government makes. Labour policies promised then delivered because we are in government.
""So don't listen to those who say we should be happy just shouting from the sidelines, that principled opposition is better than political power.
""If we take that attitude we may as well shut up shop.""
Ms Griffith pointed to Labour's establishment of the NHS, introduction of the minimum wage, and delivering devolution with the creation of the National Assembly.
Meanwhile Mr Jones has said income tax rates in Wales would stay the same as those in England under a Labour Welsh government.
He told the Sunday Supplement programme on BBC Radio Wales he would not use new powers to increase income taxes if Labour won the assembly election.
""People have a real squeeze on their personal finances and the last thing I want to do is add to that pressure,"" he said,
Scottish Labour leader Kezia Dugdale has proposed an increase of 1p in the pound for taxpayers in Scotland.","Labour's Welsh leader has urged voters to ""shut up shop"" if she is in government.",0
128,"Nia Griffith said her party offers ""investment in Wales, versus cuts from Westminster"" by the Tories.
She urged people to ""imagine the price"" if there was a Conservative government in Wales as well.
""Labour changes peoples' lives when we are in government"", Ms Griffith added.
She reinforced the message of First Minister Carwyn Jones, who told delegates on Saturday that the assembly election in May would be a straight fight between Labour and the Conservatives.
""Together we are fighting for Wales in Westminster and taking on the Tories' appalling treatment of our nation,"" Ms Griffith said.
""We need to tell families up and down the country about what our Welsh Labour government is delivering.
""Investment in Wales, versus cuts from Westminster - jobs for our young people, not leaving a generation behind.
""That's the difference that a Labour government makes. Labour policies promised then delivered because we are in government.
""So don't listen to those who say we should be happy just shouting from the sidelines, that principled opposition is better than political power.
""If we take that attitude we may as well shut up shop.""
Ms Griffith pointed to Labour's establishment of the NHS, introduction of the minimum wage, and delivering devolution with the creation of the National Assembly.
Meanwhile Mr Jones has said income tax rates in Wales would stay the same as those in England under a Labour Welsh government.
He told the Sunday Supplement programme on BBC Radio Wales he would not use new powers to increase income taxes if Labour won the assembly election.
""People have a real squeeze on their personal finances and the last thing I want to do is add to that pressure,"" he said,
Scottish Labour leader Kezia Dugdale has proposed an increase of 1p in the pound for taxpayers in Scotland.","Labour makes a difference in power, not in ""principled opposition"", said Nia Griffith.",2
129,"McCall said he and some of his players were goaded by supporters following their 1-0 loss to the Lions at Wembley.
He questioned why stewards had not prevented the invasion.
""We're absolutely distraught, we wanted to clap our own fans, the last thing we need is people running around us and giving us verbals,"" said McCall.
""I think it's nonsense,"" he told BBC Radio Leeds. ""Ten minutes later an army of stewards comes on when they should have been on straight after the final whistle and stood on the halfway line.
""I don't understand why people feel they need to come over to players, intimidate us and wind us up. I was close to clocking a couple.
""I'm not necessarily blaming the people who did it but where was the stewarding? Why march them out 10 minutes afterwards?
""They should have got to the halfway line straight away and stopped anyone from coming over.""
Millwall boss Neil Harris encouraged his side's fans to leave the pitch to allow the team to enjoy their celebrations, while match-winner Steve Morison claimed they had ""ruined"" the moment.
""It's not ideal, it's not quite the place for a pitch invasion, I've got to be honest,"" Harris told BBC Radio London.
""I don't condone it whatsoever. I'm just hoping there was no disrespect towards Stuart and his team.
""For me, I wanted to get them off because I wanted to see my players enjoy it and I wanted to see my players take the admiration of the whole fan base, which happened in the end.
""I think it was overzealous, a lot of people wanting selfies and jumping about. I certainly don't condone it, but I'm hoping it was lighthearted.""","Leeds United manager Stuart McCall has criticised stewards for ""bordering on ridiculous"" behaviour during the team's pre-season friendly with England.",0
130,"McCall said he and some of his players were goaded by supporters following their 1-0 loss to the Lions at Wembley.
He questioned why stewards had not prevented the invasion.
""We're absolutely distraught, we wanted to clap our own fans, the last thing we need is people running around us and giving us verbals,"" said McCall.
""I think it's nonsense,"" he told BBC Radio Leeds. ""Ten minutes later an army of stewards comes on when they should have been on straight after the final whistle and stood on the halfway line.
""I don't understand why people feel they need to come over to players, intimidate us and wind us up. I was close to clocking a couple.
""I'm not necessarily blaming the people who did it but where was the stewarding? Why march them out 10 minutes afterwards?
""They should have got to the halfway line straight away and stopped anyone from coming over.""
Millwall boss Neil Harris encouraged his side's fans to leave the pitch to allow the team to enjoy their celebrations, while match-winner Steve Morison claimed they had ""ruined"" the moment.
""It's not ideal, it's not quite the place for a pitch invasion, I've got to be honest,"" Harris told BBC Radio London.
""I don't condone it whatsoever. I'm just hoping there was no disrespect towards Stuart and his team.
""For me, I wanted to get them off because I wanted to see my players enjoy it and I wanted to see my players take the admiration of the whole fan base, which happened in the end.
""I think it was overzealous, a lot of people wanting selfies and jumping about. I certainly don't condone it, but I'm hoping it was lighthearted.""",McCall said he was upset with Millwall fans who invaded the pitch at the end of the game.,2
131,"Born at Alltnacaillich, Strathmore in 1714, Rob Donn could not read or write and dictated his poetry from memory in later life.
A wall hanging depicting scenes from his life and work is to be created in a project led by Strathnaver Museum and Mackay Country Community Trust.
People living in and around Strathnaver are to be invited to help make the piece of craftwork.
Donn's poetry continues to be celebrated and studied today.
Some of his work has turned into music and performed at Glasgow's Celtic Connections Festival.
Strathnaver Museum has been awarded Â£5,400 from the Heritage Lottery Fund's Stories, Stones and Bones programme towards the project.",A collection of poems by a Scottish poet is to be created in his home town of Strathnaver.,0
132,"Born at Alltnacaillich, Strathmore in 1714, Rob Donn could not read or write and dictated his poetry from memory in later life.
A wall hanging depicting scenes from his life and work is to be created in a project led by Strathnaver Museum and Mackay Country Community Trust.
People living in and around Strathnaver are to be invited to help make the piece of craftwork.
Donn's poetry continues to be celebrated and studied today.
Some of his work has turned into music and performed at Glasgow's Celtic Connections Festival.
Strathnaver Museum has been awarded Â£5,400 from the Heritage Lottery Fund's Stories, Stones and Bones programme towards the project.",A Celtic bard is to be remembered in craftwork.,2
133,"The young girl was injured by the drug patrol dog in Belmarsh Prison, Woolwich, on 31 March.
The Ministry of Justice (MoJ) said the incident had been reported to police and the dog withdrawn from service.
In 2015, the MoJ said there were more than 530 dogs deployed in prisons in England and Wales.
The Mirror reported the attack had taken place during a routine drugs test and the girl needed to undergo plastic surgery because of her injuries.
The MoJ said it could not release more details because of ""purdah"" rules in the run up to the general election.",A teenager has been seriously injured by a dog while on drugs duty at a prison in south-west England.,0
134,"The young girl was injured by the drug patrol dog in Belmarsh Prison, Woolwich, on 31 March.
The Ministry of Justice (MoJ) said the incident had been reported to police and the dog withdrawn from service.
In 2015, the MoJ said there were more than 530 dogs deployed in prisons in England and Wales.
The Mirror reported the attack had taken place during a routine drugs test and the girl needed to undergo plastic surgery because of her injuries.
The MoJ said it could not release more details because of ""purdah"" rules in the run up to the general election.","A girl was bitten by a patrol dog at a prison, it has emerged.",2
